V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
15,0,0,32,0,1,0,2,6,2,47,0,0,3,1,13,28,4,0,0,5,0,0,0,1,4,0,11,2,0,1,0,1,4,19
19,0,0,45,0,0,0,3,6,5,29,1,0,1,1,11,17,9,0,0,8,0,0,0,2,1,0,17,1,0,1,0,1,3,14
14,5,0,0,0,0,0,0,3,1,38,0,0,1,0,10,22,3,0,0,0,0,0,0,0,5,1,17,0,0,0,0,2,2,12
12,0,0,0,0,1,0,3,5,6,42,2,0,1,0,19,22,6,0,0,0,0,1,0,1,4,0,23,0,0,2,0,1,1,9
9,2,0,0,0,0,0,3,6,4,45,2,0,3,0,10,20,3,0,0,0,0,0,0,1,5,2,20,0,0,0,0,1,2,4
4,4,0,0,0,0,0,2,3,8,29,2,0,1,0,13,29,6,1,0,0,0,0,0,0,0,5,8,1,0,1,0,0,4,6
6,2,0,0,0,0,0,1,5,5,48,1,0,1,0,6,15,4,0,0,0,0,0,0,1,3,3,12,0,0,0,0,2,7,10
10,1,0,0,0,0,0,1,4,5,37,2,0,2,0,16,26,2,1,0,0,0,0,0,2,1,2,16,0,0,0,0,0,3,12
12,2,0,0,0,1,0,2,1,6,34,0,0,3,0,11,31,2,2,0,0,0,1,0,1,1,1,14,0,0,0,0,4,6,11
11,3,0,0,0,2,0,3,8,9,50,1,0,0,0,10,34,5,0,0,0,0,0,0,2,2,3,9,0,0,0,0,2,4,13
13,0,0,0,0,3,0,1,6,18,52,3,1,0,0,17,23,4,0,0,0,0,0,0,1,2,2,15,1,0,1,0,0,6,9
9,4,0,0,0,1,0,0,5,30,47,2,0,1,0,12,26,3,2,0,0,0,0,0,1,0,14,9,1,0,0,0,3,2,13
13,1,0,0,0,0,0,1,3,47,44,3,0,0,0,11,25,5,0,0,0,0,1,0,0,0,14,15,2,0,1,0,2,6,15
15,2,0,0,0,0,0,2,1,87,53,2,0,2,0,16,22,2,4,0,0,0,1,0,0,0,18,15,0,0,0,0,0,2,7
7,6,0,0,0,7,0,2,3,54,51,3,1,1,0,14,34,0,2,0,0,0,1,0,0,1,22,22,0,0,1,0,0,3,3
3,3,0,0,0,0,0,4,5,58,83,0,0,1,0,15,26,6,0,0,0,0,1,0,2,0,34,34,0,0,1,0,0,6,12
12,0,0,0,0,1,0,0,2,71,66,4,0,2,0,16,26,1,0,0,0,0,0,0,0,1,18,21,0,0,2,0,0,5,6
6,0,0,0,0,1,0,1,3,72,58,0,0,0,0,7,27,0,1,0,0,0,0,0,0,1,15,27,0,0,1,0,0,4,7
7,2,0,0,0,2,0,1,2,53,49,0,0,0,0,14,16,3,1,0,0,0,0,0,0,0,16,12,1,0,0,0,1,6,7
7,4,0,0,0,2,0,3,2,43,42,3,1,0,0,10,24,0,0,0,0,0,1,0,0,0,16,10,3,0,0,0,0,5,8
8,6,0,0,0,0,0,2,7,54,33,1,0,1,0,14,21,3,1,0,0,0,1,0,0,1,17,11,0,0,0,0,1,9,8
8,0,0,0,0,1,0,0,1,45,45,4,0,3,0,10,37,2,0,0,0,0,0,0,1,1,12,9,0,0,0,0,0,5,9
9,3,0,0,0,3,0,6,3,62,50,0,0,4,0,7,43,7,1,0,0,0,1,0,0,0,13,9,1,0,0,0,1,9,14
14,1,0,0,0,0,0,7,5,104,34,1,0,1,0,11,39,9,2,0,0,0,0,0,0,1,47,10,0,0,2,0,1,10,8
8,1,0,0,0,1,4,3,5,136,40,2,0,0,0,13,44,3,0,0,0,0,0,1,0,0,55,10,1,0,0,0,5,13,10
10,4,0,0,0,6,0,5,4,160,54,1,0,3,0,9,32,5,1,0,0,0,1,0,1,3,50,18,0,0,0,0,0,6,7
7,3,0,0,0,7,0,11,4,66,48,2,0,0,0,9,35,10,0,0,0,0,0,0,3,1,29,24,1,0,0,0,0,9,9
9,1,0,0,0,0,0,19,3,79,43,3,0,0,0,14,25,2,0,0,0,0,0,0,12,2,39,11,0,0,0,0,0,11,12
12,2,0,0,0,3,0,35,4,95,58,3,0,0,0,6,32,5,2,0,0,0,1,0,3,0,37,21,0,0,0,0,0,7,14
14,2,0,0,0,1,0,27,0,66,57,2,1,1,0,6,51,4,0,0,0,0,0,0,6,1,44,15,0,0,0,0,1,11,10
10,5,1,0,0,1,0,12,1,79,57,2,0,0,0,10,33,2,2,0,0,0,0,0,2,2,42,15,2,0,1,0,0,8,13
13,2,0,0,0,2,0,6,2,87,55,1,0,7,0,4,31,2,1,0,0,0,0,0,2,0,36,14,0,0,0,0,0,6,10
10,5,0,0,0,2,0,6,3,95,30,2,0,1,0,5,32,9,0,0,0,0,0,0,2,1,27,14,1,0,0,0,1,13,11
11,2,0,0,0,0,0,8,2,68,59,0,0,1,0,3,24,7,1,0,0,0,0,0,2,0,6,13,0,0,0,0,0,12,21
21,1,0,0,0,0,0,24,2,39,26,0,0,1,0,3,22,10,0,0,0,0,0,0,2,0,11,14,0,0,0,0,0,8,18
