V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,hom2004
7,1,0,1,7,0,5,2,8,1,28,0,0,0,0,6,12,4,0,0,1,13,0,3,0,4,1,7,1,0,1,0,2,7,18,3,8,8,23,0,7,4,7,2,118,0,0,4,0,13,38,11,0,1,2,7,0,3,0,9,0,20,0,0,2,1,8,17,2,1,1,0,5,0,2,0,1,1,33,0,0,2,0,6,6,2,0,0,2,4,0,3,0,6,0,17,0,0,0,0,6,12,7
7,1,1,9,12,0,5,3,3,0,44,0,0,1,0,10,11,4,0,1,7,18,0,1,0,4,0,4,0,0,0,0,2,2,18,5,6,21,25,1,6,3,8,0,84,0,0,2,0,9,30,6,1,2,6,10,0,0,2,7,0,15,1,0,0,0,9,34,9,0,0,1,4,0,2,0,2,0,19,0,0,0,0,6,7,4,0,0,2,7,0,2,0,5,0,17,0,0,1,0,6,5,12
12,2,3,23,23,0,1,1,9,2,33,0,0,0,1,9,10,3,0,2,14,17,0,1,0,0,0,8,0,0,0,0,12,2,24,4,8,39,17,0,7,0,10,0,116,0,0,1,1,7,33,5,2,0,13,12,2,2,0,7,1,31,0,1,0,1,10,35,0,0,1,0,3,0,1,0,2,1,19,0,0,0,0,10,6,4,1,0,2,7,0,5,0,5,3,14,0,0,0,0,8,6,12
12,2,5,36,25,0,0,0,7,2,55,0,0,0,1,12,19,3,1,1,21,12,0,1,0,4,0,18,0,0,0,0,11,8,18,6,10,33,33,0,1,1,6,4,183,0,0,0,1,5,34,10,3,3,9,14,0,0,0,6,2,65,0,0,0,0,6,12,2,0,0,1,5,1,0,0,7,0,28,0,0,0,0,5,9,3,1,0,5,11,0,1,0,2,0,27,0,0,0,0,4,11,9
9,0,8,36,24,0,0,0,6,4,43,0,0,0,0,15,17,4,0,4,18,27,0,1,0,1,0,18,0,0,0,1,7,5,18,2,5,53,28,1,8,0,10,1,141,0,0,2,0,6,21,5,0,4,9,14,0,3,1,12,2,44,0,0,2,0,12,16,5,1,1,0,15,0,1,0,5,1,23,0,0,0,1,2,3,3,0,3,3,12,0,0,0,3,0,28,0,0,1,0,8,5,7
7,0,8,52,33,0,4,0,3,2,55,0,0,3,1,12,14,1,0,2,35,27,1,1,0,4,0,13,0,0,2,0,14,6,27,3,5,32,25,0,8,2,14,1,133,0,0,1,0,13,32,12,1,5,9,21,0,3,0,10,3,65,0,0,0,2,18,26,4,0,0,2,11,0,0,0,2,0,9,0,0,0,0,0,10,2,0,1,11,22,0,2,0,4,1,26,0,0,1,0,11,5,10
10,0,10,44,30,1,2,0,9,0,46,0,0,0,0,25,19,5,0,1,42,16,0,4,0,2,0,26,0,0,0,0,15,6,17,3,2,29,18,1,5,1,6,0,111,0,0,2,0,8,22,7,0,6,9,15,0,3,0,5,0,39,0,0,1,0,19,23,2,1,0,1,5,0,1,1,1,0,10,0,0,0,0,0,4,2,0,1,9,15,1,1,0,5,0,16,0,0,0,1,7,5,10
10,0,8,59,29,0,3,0,2,0,88,0,0,2,0,19,25,0,0,3,29,24,1,1,1,0,0,17,0,0,0,0,17,6,16,5,2,39,13,0,8,0,5,2,120,0,0,1,1,12,42,12,2,5,16,12,1,5,0,5,0,91,0,0,1,1,12,23,6,0,0,1,13,0,3,0,3,0,10,0,0,0,1,0,4,2,2,1,2,12,0,3,0,4,1,23,0,0,0,1,8,9,13
13,1,3,5,41,0,3,1,3,1,147,0,0,0,0,27,20,2,0,2,14,29,0,2,0,4,0,51,0,0,0,2,13,4,14,2,0,12,9,0,15,2,4,5,155,0,0,2,0,18,42,10,0,5,9,21,0,6,0,8,2,158,0,0,0,0,24,15,2,1,0,0,10,0,2,1,2,0,19,0,0,0,1,1,7,2,1,0,0,8,1,2,1,2,6,34,0,0,0,1,10,12,5
5,1,0,1,8,1,2,0,6,2,101,0,0,1,1,25,21,1,2,0,8,5,0,5,1,2,1,36,0,0,1,1,21,5,15,2,0,4,2,4,8,0,12,6,152,0,0,2,0,27,32,6,0,3,6,6,0,1,1,5,2,135,0,0,0,0,12,21,3,0,1,1,1,0,1,1,6,0,20,0,0,0,0,0,3,2,0,1,1,2,1,5,0,4,3,29,0,0,0,0,14,10,13
13,1,2,1,1,0,2,0,4,1,136,0,0,1,1,26,29,3,0,0,8,1,0,1,1,1,1,38,0,0,0,0,11,7,11,2,0,5,1,0,10,1,14,1,163,0,0,0,0,28,23,9,1,1,4,3,0,1,1,9,1,98,0,0,0,0,19,28,4,1,0,0,1,0,0,0,3,0,26,0,0,0,0,1,2,2,0,1,0,3,0,2,0,1,1,48,0,0,0,0,14,7,12
12,0,1,3,4,0,5,0,3,0,95,0,0,0,0,19,32,4,1,1,6,3,0,3,0,1,0,25,0,1,0,1,15,3,12,2,0,4,1,0,12,0,15,1,167,0,0,1,0,19,35,7,2,2,1,3,0,2,1,8,0,94,0,0,1,0,24,21,9,0,0,0,4,0,2,0,0,0,69,0,0,0,0,3,5,5,0,0,0,3,0,3,0,4,0,56,0,0,0,1,28,12,19
19,1,0,2,2,0,3,0,6,1,141,0,0,2,0,26,27,3,0,0,4,3,1,4,0,1,0,46,0,0,1,1,16,6,18,6,2,6,5,0,12,0,7,2,217,0,0,3,1,39,43,14,1,2,0,0,1,3,0,11,0,98,0,0,0,1,37,15,6,2,0,0,1,0,2,0,5,1,76,0,0,0,0,3,2,7,0,1,1,1,2,1,0,7,1,116,0,0,0,2,23,9,11
11,0,0,3,5,1,5,0,1,0,150,0,0,0,1,25,24,6,0,1,5,1,1,2,0,5,0,39,0,0,0,0,19,3,19,5,0,8,0,0,11,1,9,0,212,0,0,1,0,25,28,7,1,1,1,1,0,1,0,3,0,99,0,0,1,0,38,16,4,0,0,3,3,0,0,0,1,0,70,0,0,0,0,0,2,3,2,0,1,1,0,5,0,2,0,71,0,0,2,1,17,10,10
10,0,5,1,0,0,1,0,1,0,149,0,0,0,1,33,24,1,1,6,1,1,0,3,0,5,0,41,0,0,0,0,13,2,29,8,4,6,2,0,6,0,20,1,175,0,0,2,0,31,31,6,0,3,3,0,0,3,1,6,0,118,0,0,0,0,25,17,5,0,0,2,1,0,0,0,5,0,69,0,0,0,0,4,1,3,0,0,1,0,0,1,0,4,0,73,0,0,0,0,22,9,11
11,0,2,2,3,0,4,0,1,0,124,0,0,0,1,15,21,3,0,0,1,1,1,1,2,5,0,32,1,0,1,0,18,1,19,1,1,0,1,0,7,1,8,0,185,0,0,4,0,18,28,10,2,2,0,1,0,2,0,5,1,123,0,0,0,0,61,18,3,1,1,0,1,0,0,0,2,0,61,0,0,0,0,4,3,2,0,0,0,7,0,1,1,3,0,40,1,0,0,0,21,4,5
5,2,1,3,3,0,1,0,0,0,105,0,0,1,2,28,16,1,0,0,2,4,0,1,0,0,1,25,0,0,0,0,14,7,17,1,0,7,1,0,5,1,8,0,112,0,0,0,1,24,33,5,1,0,0,0,0,2,0,6,0,106,0,0,0,0,35,22,7,1,2,2,1,0,1,1,3,0,83,1,0,0,0,2,2,3,0,1,0,1,0,1,1,2,0,88,0,0,1,1,18,6,6
6,0,0,1,1,0,5,0,5,0,104,0,0,0,0,21,17,2,0,0,0,4,1,2,0,1,0,20,0,0,0,0,15,7,23,1,2,10,2,1,10,2,11,0,97,0,0,0,0,15,34,3,0,2,1,2,1,3,1,5,0,73,0,0,0,0,42,23,5,1,1,0,1,0,2,0,2,0,55,0,0,1,0,1,2,5,0,0,1,0,0,0,0,10,0,75,1,0,0,1,14,11,10
10,0,1,1,2,0,1,0,2,0,77,0,0,2,0,21,16,4,0,0,0,4,0,1,0,2,0,22,0,0,0,0,14,6,23,5,0,9,4,1,6,2,13,0,123,0,0,3,0,30,45,8,2,0,1,0,0,2,1,2,0,85,0,0,1,0,40,15,8,1,1,0,0,0,1,0,1,0,77,0,0,0,0,0,9,4,3,0,0,1,0,3,0,0,0,54,0,0,0,0,19,6,9
9,1,0,0,0,0,4,1,1,0,96,0,0,0,0,18,21,1,0,0,0,0,0,2,0,1,0,31,0,0,0,0,31,6,19,4,0,0,4,0,6,1,14,0,142,0,0,2,0,40,54,10,1,1,0,1,1,4,0,1,0,70,0,0,0,0,31,13,5,0,0,0,0,0,0,0,4,0,70,0,0,0,0,2,5,2,1,0,0,2,0,0,0,0,0,85,0,0,0,1,19,11,11
11,0,0,0,0,1,1,0,5,0,85,0,0,1,0,26,22,4,2,0,0,1,0,1,0,0,0,30,0,0,0,0,16,5,16,1,0,0,0,1,2,0,5,0,8,0,1,0,0,32,33,10,1,0,0,0,0,1,1,6,0,37,0,0,0,0,30,13,4,3,0,0,0,0,2,0,1,2,63,0,0,0,0,0,5,2,0,0,0,1,0,2,2,2,1,28,0,0,1,1,17,13,13
13,1,0,0,0,0,2,0,2,2,54,0,0,0,0,15,14,5,0,0,0,0,1,2,0,3,1,25,0,0,0,0,19,2,21,3,0,0,0,1,8,0,8,0,11,1,1,3,0,31,27,11,0,1,0,1,0,5,0,4,0,6,0,0,0,1,21,17,5,0,0,0,0,0,1,0,1,0,63,0,0,0,0,0,4,3,1,0,1,0,0,3,0,2,1,21,0,0,1,0,18,14,6
6,2,0,0,1,2,3,0,2,0,114,0,0,0,0,21,17,4,2,0,0,0,0,3,0,1,0,33,0,0,0,0,22,5,17,1,0,0,4,5,6,0,14,1,284,0,0,0,1,49,31,3,1,0,0,0,0,2,1,4,0,170,0,0,0,0,32,18,4,0,0,0,0,0,2,0,0,0,72,0,0,0,0,2,7,2,2,0,0,0,0,2,1,2,2,75,0,0,1,0,18,15,9
9,0,0,0,0,0,3,0,2,2,111,0,0,0,1,22,35,2,5,1,0,0,0,2,0,1,0,38,0,0,0,0,21,4,19,4,0,0,1,0,5,0,6,1,312,0,0,0,1,25,16,11,2,0,0,0,0,6,0,2,1,119,0,0,0,1,26,22,7,0,0,0,0,0,0,0,4,4,135,0,0,0,0,1,3,1,1,0,0,0,0,1,0,3,0,52,0,0,2,0,21,9,5
5,1,0,1,0,0,2,0,0,0,67,0,0,0,0,28,28,3,1,0,0,0,0,3,0,5,0,19,0,0,0,0,18,4,26,2,0,0,0,0,9,1,6,6,81,0,0,2,0,31,22,8,0,0,0,1,1,5,1,1,0,46,0,1,0,0,39,14,7,1,0,0,0,1,3,0,3,0,89,0,0,0,0,1,3,4,1,0,0,0,0,0,0,0,0,53,0,1,0,1,27,5,6
6,0,0,0,1,0,1,1,3,1,73,0,0,0,1,20,37,6,1,0,0,0,0,2,1,2,0,19,0,0,0,0,20,3,13,1,0,0,1,0,10,0,10,5,255,1,0,0,1,28,14,9,0,0,0,0,0,6,1,3,1,102,0,0,0,1,39,18,9,2,0,0,0,0,1,0,3,0,64,0,0,0,0,3,9,2,1,0,0,0,0,3,0,5,1,73,0,0,0,0,19,7,13
13,2,1,0,0,1,0,1,0,6,72,0,0,0,0,19,30,3,2,1,0,0,0,1,0,7,0,21,0,0,0,1,22,3,22,2,0,0,0,1,9,0,5,3,291,0,0,0,0,38,16,10,0,0,0,0,1,4,0,10,0,88,0,0,0,0,36,21,9,0,0,0,0,0,1,0,7,1,53,0,0,0,0,1,5,7,1,0,0,0,1,1,0,4,0,57,0,1,0,0,12,6,13
13,2,0,0,1,0,2,0,5,1,54,0,0,0,1,31,18,3,0,0,0,0,0,0,0,4,0,13,0,0,1,1,26,2,25,4,0,0,0,1,7,0,17,5,227,0,0,0,0,32,15,9,0,0,0,0,0,2,2,15,1,84,0,0,1,0,31,9,7,0,0,0,0,2,0,1,4,0,77,0,0,0,1,0,2,2,0,0,0,0,0,4,1,3,3,50,2,0,1,0,15,9,6
6,1,0,0,0,1,1,0,9,11,60,0,0,0,1,36,21,5,0,1,0,0,0,2,0,2,8,16,0,0,0,1,18,4,21,3,0,0,0,2,9,2,11,7,225,0,0,0,2,46,21,6,2,0,0,0,0,3,0,8,5,84,0,0,0,0,28,16,3,1,0,0,0,0,1,0,3,5,84,0,0,1,1,0,3,2,2,0,0,0,1,2,1,5,2,60,1,0,0,0,8,10,13
13,0,0,0,0,0,4,0,1,24,150,0,0,2,1,30,14,7,1,0,0,0,0,3,0,5,4,51,0,0,0,0,17,7,18,1,0,0,1,1,10,2,5,7,245,0,0,0,2,18,25,12,1,0,0,0,2,4,1,7,1,94,0,0,0,0,54,12,2,1,0,0,0,0,0,0,3,7,76,0,0,0,1,1,2,4,3,0,0,0,0,2,0,2,7,75,0,0,0,1,22,9,9
9,1,0,0,0,0,0,0,4,16,90,0,0,1,1,26,18,3,1,0,0,1,0,0,0,2,3,46,0,0,0,0,15,3,12,2,0,0,0,3,9,1,7,7,235,0,0,0,1,27,24,7,1,0,0,2,0,1,1,7,7,100,0,0,1,0,30,16,5,0,0,0,0,0,1,0,1,7,74,0,0,0,0,0,1,10,0,0,0,0,0,0,1,2,8,35,2,0,0,1,25,8,5
5,2,0,0,0,1,3,0,3,22,80,0,0,0,0,12,9,3,1,0,0,0,1,1,0,1,13,41,0,0,0,0,9,7,12,8,0,0,5,0,15,1,9,20,261,0,0,1,1,37,20,5,1,0,0,3,1,4,1,6,20,108,0,0,0,0,41,10,6,0,0,0,0,0,4,0,1,3,109,0,0,0,0,1,4,4,1,0,0,0,1,1,0,2,9,81,1,0,2,0,7,8,4
4,1,0,0,0,0,0,0,0,21,50,0,0,1,1,16,22,4,0,0,0,0,0,4,0,0,13,36,0,0,0,2,12,4,21,2,0,0,0,4,9,0,10,21,195,0,0,2,1,26,42,7,1,0,0,1,5,3,0,2,19,100,0,0,2,0,45,20,3,0,0,0,0,0,0,0,1,9,73,0,0,1,0,4,2,4,1,0,0,0,0,3,0,6,15,59,0,0,3,0,14,9,8
8,0,0,0,0,0,2,0,2,16,73,0,0,0,0,23,16,7,1,0,0,0,0,4,0,1,12,31,0,0,0,0,14,2,12,6,0,0,0,3,8,2,6,28,224,0,0,0,2,17,49,8,2,0,0,1,1,3,2,1,15,92,0,0,2,0,40,19,6,0,0,0,0,1,4,0,2,5,138,0,0,0,0,4,3,3,0,0,0,0,1,1,0,0,12,51,0,0,0,0,6,9,12
12,1,0,0,0,0,3,1,3,14,79,0,0,0,2,11,15,2,0,0,0,0,0,0,0,3,2,32,0,0,0,1,12,3,24,2,0,0,4,2,4,1,8,26,216,0,0,0,0,16,41,8,2,0,0,1,2,0,0,2,12,102,0,0,1,2,18,12,7,2,0,0,0,1,3,0,5,7,118,0,0,0,0,9,5,5,0,0,0,0,2,0,0,3,11,87,0,0,0,0,10,12,8
8,1,0,0,2,0,5,0,1,25,54,0,0,2,0,5,23,4,1,0,0,1,2,3,0,1,13,38,0,0,2,0,4,11,13,3,0,1,1,0,6,1,8,23,214,0,0,0,0,49,41,9,1,0,0,0,0,1,0,3,6,97,0,0,0,1,13,24,9,1,0,0,0,0,4,0,1,6,104,0,0,0,0,3,2,2,1,0,0,0,0,2,0,2,14,127,0,0,0,0,7,10,9
9,1,0,0,1,0,3,0,2,17,78,0,0,1,1,5,25,0,0,0,0,1,0,1,0,3,9,30,0,0,0,0,2,8,14,5,0,0,0,2,9,1,5,16,271,0,1,3,0,23,49,8,2,0,0,0,0,4,0,3,22,138,0,0,0,3,12,28,5,0,0,0,0,0,3,0,7,7,61,0,0,0,1,10,0,2,1,0,0,0,1,2,0,5,9,46,0,0,0,2,9,15,9
9,0,0,0,1,2,3,0,3,18,59,0,0,2,0,3,25,5,0,0,0,0,1,0,2,5,5,15,0,0,0,0,6,8,22,0,0,0,1,0,9,0,9,19,298,0,0,4,0,11,44,11,3,0,0,0,0,2,0,6,19,99,0,0,1,2,25,28,9,2,0,0,0,0,1,0,2,1,130,0,0,0,0,3,7,6,0,0,0,0,1,1,0,2,10,48,0,0,2,1,2,21,9
9,3,0,0,1,2,0,0,7,17,45,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,7,9,16,3,0,0,10,3,0,0,8,19,202,0,0,1,1,22,35,7,0,0,0,6,1,0,0,7,30,111,1,0,0,1,29,35,8,1,0,0,0,0,0,0,6,4,108,0,0,0,0,4,6,11,1,0,0,6,0,0,0,5,8,65,0,0,1,0,5,11,8
8,1,0,0,0,0,0,0,2,26,53,0,0,0,0,12,18,3,1,0,0,0,0,1,0,4,18,14,0,0,0,1,1,3,17,3,0,0,0,0,11,1,7,19,267,0,0,2,0,12,41,3,1,0,0,0,2,3,0,1,22,110,0,0,0,0,16,31,9,2,0,0,0,0,1,1,4,4,72,0,0,1,1,6,2,9,0,0,0,0,0,1,0,5,8,86,0,0,0,0,5,8,8
8,0,0,0,1,0,7,0,1,16,81,0,0,1,0,29,18,0,1,0,0,0,0,1,0,0,7,46,0,0,0,0,1,8,17,2,0,0,1,2,16,0,8,27,239,0,1,5,0,10,30,15,1,0,0,1,1,4,2,2,24,126,0,0,1,1,13,26,9,0,0,0,0,0,1,0,1,2,112,0,0,1,0,7,1,4,0,0,0,0,0,1,0,4,9,67,0,1,1,0,0,6,11
11,2,0,0,2,0,5,0,1,17,37,0,0,1,0,1,15,1,0,0,0,1,0,0,0,4,12,25,0,0,1,0,0,7,23,2,0,0,10,2,9,1,8,12,214,0,0,3,1,9,40,13,1,0,0,4,1,1,1,4,25,105,0,0,0,0,8,35,8,3,0,0,2,0,0,0,3,11,167,0,0,0,0,7,4,9,0,0,0,1,2,3,0,3,8,67,1,0,0,0,2,10,14
14,1,0,0,0,2,1,0,1,15,47,0,0,0,1,4,13,0,0,0,0,0,0,1,0,5,12,14,0,0,0,0,1,7,17,1,0,0,0,1,7,2,10,14,265,0,0,2,0,4,37,10,0,0,0,0,0,0,0,3,21,112,0,0,1,0,8,21,11,0,0,0,0,1,2,0,1,11,108,0,0,0,0,4,5,8,0,0,0,0,0,0,1,1,9,45,0,0,0,0,5,7,8
8,2,0,0,0,0,1,1,0,14,68,0,0,3,1,4,17,2,1,0,0,0,0,0,0,3,13,33,0,0,1,0,5,3,20,2,0,0,0,3,6,3,5,25,179,0,0,4,0,4,21,6,0,0,0,0,0,1,0,2,19,102,0,0,0,0,11,14,4,2,0,0,0,0,3,0,4,11,99,0,0,2,1,3,7,4,0,0,0,0,2,0,0,1,9,28,0,0,0,0,5,20,11
