V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,hom2004
7,0,0,63,73,1,0,5,5,40,39,1,10,2,2,14,3,3,0,0,10,10,0,0,1,0,2,2,1,2,0,0,0,0,2,0,0,2,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,19,17,0,0,0,0,7,19,0,5,1,0,4,0,1,0,0,15,10,0,0,0,1,11,4,0,0,0,0,0,0,1,0,0,7,4,1,0,0,1,1,0,1,1,0,0,1,0,5
5,0,0,73,48,1,0,1,7,56,39,0,6,1,1,10,4,2,0,0,7,6,0,0,0,0,4,5,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,10,7,1,0,1,0,19,21,0,2,0,0,2,1,2,0,0,3,11,0,0,0,0,5,8,1,1,1,0,0,0,1,0,0,3,3,0,0,0,0,4,0,1,0,0,0,2,0,7
7,2,0,54,54,3,0,0,1,58,43,0,8,2,5,5,3,0,0,0,10,9,1,0,0,1,4,4,0,3,0,1,1,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,3,2,0,19,20,0,0,0,4,14,7,0,3,0,0,1,1,3,0,0,17,17,2,0,0,0,12,9,0,3,0,0,0,0,1,1,0,5,7,0,0,0,0,1,0,0,1,0,0,0,0,5
5,0,0,51,53,1,1,0,4,61,50,0,14,1,2,5,0,1,0,0,9,12,0,0,3,1,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,5,0,0,16,10,0,0,0,1,19,5,0,5,0,0,3,0,1,1,0,9,12,0,0,0,1,9,7,1,0,0,0,2,0,1,0,0,4,1,0,0,0,0,3,0,1,0,0,0,0,0,3
3,1,0,53,44,1,0,2,9,69,48,0,7,1,6,5,1,0,0,0,2,8,0,0,0,0,4,2,0,2,0,0,0,0,1,0,0,10,1,0,0,0,0,2,0,0,1,0,0,0,0,9,0,0,10,16,0,0,2,2,10,12,0,1,0,0,1,0,4,1,0,8,7,1,0,0,1,8,6,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,6,0,1,0,0,0,0,0,3
3,0,0,63,31,1,0,3,7,53,38,0,6,5,0,9,2,1,1,0,10,12,1,0,0,0,4,2,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,28,16,1,0,1,1,18,23,0,2,1,0,0,0,2,0,0,5,17,0,0,1,0,5,3,1,2,0,0,0,0,1,0,0,11,4,0,0,0,0,2,1,2,1,0,0,0,0,5
5,1,0,37,66,1,1,0,5,64,34,0,4,0,5,10,1,2,0,0,2,12,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,11,21,1,0,2,5,10,7,0,4,1,0,2,1,2,0,0,5,9,2,0,0,1,8,5,0,2,0,0,1,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4
4,0,0,64,43,3,0,1,2,60,46,0,8,0,3,11,1,1,0,0,6,13,0,0,0,1,0,6,0,1,0,0,1,0,1,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,6,0,0,23,12,3,0,0,1,19,7,0,2,0,0,2,0,2,0,0,9,6,1,0,0,0,7,4,0,2,0,1,1,0,0,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,7
7,1,0,35,82,3,0,3,9,63,47,0,7,1,1,4,1,0,0,0,4,10,2,0,0,0,4,1,1,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,12,19,0,0,0,2,20,12,0,0,0,2,3,0,1,0,0,3,14,1,0,1,0,4,3,1,1,0,0,0,0,1,1,0,4,9,0,0,0,0,3,0,0,0,0,0,0,0,1
1,1,1,30,66,3,0,0,2,59,46,0,8,0,2,3,3,0,0,0,5,11,0,0,0,1,3,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,16,0,0,1,0,9,11,0,2,0,1,1,1,1,0,0,2,11,1,0,0,0,2,2,2,2,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2
2,1,0,28,84,2,0,2,3,53,43,0,7,1,2,8,2,0,2,0,1,12,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,3,5,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,8,18,0,0,2,2,16,11,0,5,1,1,2,0,2,2,0,7,20,0,0,0,0,9,4,3,2,0,0,3,0,0,0,0,2,4,0,0,0,0,1,1,0,0,0,0,0,0,2
2,0,0,18,68,5,0,3,4,74,46,0,7,1,5,6,2,0,0,0,0,17,3,0,1,1,6,2,0,0,0,1,0,0,2,1,0,4,2,0,0,0,1,2,0,0,0,0,0,0,0,4,2,0,4,13,1,0,0,2,14,11,0,2,0,0,2,1,3,1,0,2,6,0,0,0,0,6,6,1,1,0,0,2,0,1,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,2
2,1,0,19,93,6,0,2,5,71,48,0,6,4,5,9,5,0,0,0,6,11,1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,9,13,0,0,1,0,29,8,0,1,1,0,0,0,1,0,0,4,13,0,0,1,1,9,1,0,2,1,0,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,7
7,2,1,32,89,0,0,2,4,72,57,0,6,0,4,6,2,2,0,0,0,8,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,2,1,0,8,20,0,0,0,2,19,12,0,0,0,0,3,0,2,0,0,1,10,0,0,0,0,8,1,3,2,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,1,0,0,1,0,4
4,1,0,17,91,0,0,6,2,62,67,0,10,3,0,4,3,4,1,0,3,9,0,0,0,0,2,2,0,2,2,0,0,0,1,0,0,1,3,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,4,10,0,0,1,0,25,17,0,2,1,2,0,0,0,1,0,1,7,0,0,0,0,5,3,0,2,0,1,2,0,1,0,0,3,7,0,0,0,0,1,0,0,0,0,0,0,0,6
6,2,0,17,77,2,0,0,2,41,32,1,4,0,1,13,2,1,0,0,0,10,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,7,20,1,0,1,1,15,7,0,4,0,1,1,0,5,0,0,3,19,0,0,0,0,2,5,0,2,0,0,1,0,1,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,4
4,1,0,19,80,1,0,1,6,67,60,1,7,1,9,13,1,5,0,0,6,18,0,0,0,0,2,2,0,1,3,0,0,0,1,0,0,0,2,0,0,0,2,1,0,0,1,0,0,0,0,1,0,0,6,29,1,0,0,1,18,15,0,1,0,0,2,0,3,0,0,2,7,0,0,0,1,4,2,0,3,0,0,2,0,0,0,0,1,8,0,0,0,0,1,0,0,0,2,0,0,0,6
6,0,0,32,101,3,0,2,6,85,34,0,5,0,2,10,3,3,0,0,6,12,1,0,2,1,3,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,5,25,0,0,0,0,19,7,0,5,0,0,0,0,1,1,0,2,17,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,2,4,0,0,0,1,3,0,0,1,0,0,1,0,3
3,1,0,17,85,1,0,0,4,67,17,0,9,1,4,9,1,2,0,0,8,15,0,0,1,0,8,0,0,2,1,0,0,0,0,0,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,4,24,1,0,3,0,23,18,0,7,0,1,1,0,2,1,0,5,10,0,0,0,0,10,1,1,2,0,0,1,1,1,0,0,1,13,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,14,82,1,0,2,1,89,49,0,8,2,5,8,4,1,1,0,4,16,0,0,2,1,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,1,1,0,0,0,0,0,5,0,0,2,31,0,0,2,1,17,7,0,3,1,0,0,0,5,0,0,2,12,0,0,0,2,5,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,10
10,0,0,17,83,6,1,1,2,79,19,0,10,0,6,8,3,0,0,0,3,9,0,0,0,2,6,1,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,3,1,0,4,21,0,0,2,1,11,5,0,4,0,0,3,0,2,0,0,2,6,0,0,0,0,2,1,1,2,0,0,1,0,0,0,0,0,5,0,0,0,0,2,2,1,0,0,0,0,0,7
7,1,1,48,69,2,0,2,8,71,68,0,14,2,8,10,2,2,0,0,2,7,2,0,0,0,1,4,0,0,0,0,0,0,3,1,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,10,11,0,0,0,1,9,19,0,3,0,1,0,0,6,0,0,1,13,0,0,0,1,6,5,0,0,0,0,2,0,1,0,0,7,4,0,0,0,0,0,1,0,0,0,0,0,0,8
8,0,4,14,68,2,0,3,2,68,28,0,11,1,2,18,4,0,0,0,4,9,0,0,0,0,5,1,2,3,0,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,1,0,1,0,20,9,0,4,0,0,0,0,3,0,0,6,6,0,0,0,0,6,3,0,2,0,0,1,0,3,0,0,1,5,0,0,2,0,3,0,0,1,0,0,0,0,8
8,0,1,30,106,2,0,1,8,78,37,0,13,1,2,14,4,4,0,0,7,7,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,19,0,0,0,1,20,6,0,1,0,1,2,0,6,1,0,0,12,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,4
4,0,0,15,83,3,0,5,4,90,24,1,9,2,4,9,5,3,0,0,7,11,0,0,0,4,3,2,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,4,0,1,0,0,0,0,0,4,0,0,9,31,0,0,1,0,23,7,1,3,0,0,3,0,1,2,0,6,14,0,0,0,0,6,2,1,1,0,0,1,0,1,0,0,1,5,0,0,1,0,3,3,0,0,4,0,0,0,8
8,1,0,20,82,2,0,0,2,97,41,0,4,0,1,7,3,0,0,0,1,5,0,0,0,2,10,1,0,4,1,0,2,0,0,0,0,0,6,1,0,0,0,2,0,0,0,0,0,0,0,5,0,0,4,17,1,0,0,1,13,5,2,3,0,1,1,0,1,1,0,2,14,0,0,0,0,4,1,0,4,0,1,0,0,0,0,0,2,6,0,0,1,0,1,0,0,0,0,0,0,0,15
15,0,0,20,66,1,1,2,2,86,30,0,11,0,3,6,0,2,1,0,3,15,1,0,0,1,8,5,0,3,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,0,0,4,0,0,1,19,0,1,0,0,24,7,0,3,0,0,2,0,1,1,0,1,7,0,0,0,1,7,1,0,2,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,1,2,1,0,0,0,6
6,1,0,8,65,2,0,0,4,83,34,0,10,1,1,7,4,9,0,0,3,11,1,0,0,0,6,1,2,2,0,0,1,1,2,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,7,0,0,6,18,0,0,0,0,28,8,0,2,0,0,3,0,4,0,0,2,12,0,0,0,0,2,0,0,2,0,0,1,1,1,0,0,2,9,0,0,0,1,1,0,1,1,0,0,0,0,9
9,3,0,18,57,2,0,1,3,89,26,0,10,2,2,12,2,6,0,0,4,4,0,0,0,0,4,0,0,6,0,0,2,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,8,1,0,4,16,0,0,0,0,27,7,0,5,0,2,2,1,4,0,0,0,13,0,0,0,0,7,3,0,0,0,0,0,0,2,1,0,1,7,1,0,0,0,2,0,1,0,0,0,1,0,11
11,1,0,17,73,2,2,1,3,93,33,0,12,1,3,11,3,5,0,0,6,18,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,1,1,0,0,0,0,3,1,0,15,15,0,0,0,2,34,13,1,3,0,1,1,0,6,0,0,2,13,0,0,0,0,4,2,0,1,0,0,2,0,0,1,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,7
7,1,0,26,76,1,0,2,2,90,35,1,4,0,1,9,1,5,0,0,3,9,0,0,0,0,5,1,0,5,0,0,0,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,5,21,0,0,0,2,18,2,0,5,0,0,0,0,8,0,0,1,4,0,0,1,1,7,3,0,1,0,0,0,0,2,0,0,2,5,0,0,0,0,2,0,1,1,0,0,0,0,14
14,0,0,21,94,1,0,3,1,88,24,0,7,3,3,6,6,3,1,0,4,11,0,0,0,0,7,2,0,1,0,0,0,0,2,0,0,1,3,0,0,0,0,1,1,0,1,0,0,0,0,4,1,0,7,19,0,0,0,2,19,9,0,2,0,0,1,0,5,2,0,1,10,1,0,0,1,3,1,0,1,0,0,1,0,0,0,0,1,6,0,0,0,1,1,0,0,1,1,0,0,0,8
8,2,0,13,65,0,0,2,2,83,30,0,3,4,1,3,2,4,0,0,6,18,1,0,0,1,7,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0,5,0,0,0,0,0,0,0,6,3,0,5,21,1,0,0,1,21,3,0,0,0,1,0,0,3,2,0,2,6,1,0,0,0,9,1,0,1,0,1,1,1,2,0,0,3,4,0,0,1,0,2,0,0,0,0,0,0,0,17
17,1,0,22,48,1,0,0,4,47,12,1,7,0,6,5,1,4,1,0,4,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,12,2,0,1,0,8,5,0,1,0,0,0,0,3,1,0,10,42,0,0,2,2,28,13,0,4,0,0,5,3,0,0,0,0,2,1,0,0,0,2,0,1,1,0,0,1,0,13
13,1,0,18,82,1,1,4,7,39,24,1,5,1,9,12,1,0,2,0,3,8,0,0,2,2,6,3,0,4,1,1,0,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,10,0,0,6,10,0,0,0,1,9,8,0,5,0,0,0,0,2,0,0,3,9,0,0,0,1,2,1,0,2,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,1,0,0,1,0,8
8,0,0,35,56,2,0,1,3,38,32,0,5,3,2,14,4,2,1,0,5,9,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,9,0,0,0,1,7,6,0,2,0,0,2,0,1,0,0,1,3,0,0,0,1,0,2,0,1,1,0,1,1,0,0,0,2,3,0,0,0,0,2,1,0,0,0,0,0,0,13
13,1,0,16,70,1,0,1,3,64,79,0,13,4,3,17,4,2,0,0,4,10,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,9,0,0,5,19,0,0,0,3,22,14,2,6,1,0,0,0,4,0,0,1,8,0,0,1,0,6,9,0,1,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,1,0,0,0,0,16
16,0,0,29,67,1,0,1,5,69,60,0,10,1,2,20,2,4,0,0,8,3,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,2,0,0,5,14,1,0,0,2,17,4,1,4,1,0,1,0,3,0,0,4,11,0,0,0,1,6,3,0,1,0,0,0,0,2,0,0,2,6,0,0,0,2,2,0,0,0,0,0,0,0,13
13,1,0,24,74,0,0,1,2,55,54,0,9,0,2,12,2,2,0,0,1,12,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,3,0,0,8,12,0,0,0,0,20,2,0,1,0,0,1,0,3,2,0,2,4,0,0,0,0,5,1,0,2,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,8
8,0,0,17,64,1,0,2,2,48,50,0,14,2,8,10,2,1,1,0,0,10,0,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,0,9,0,0,4,18,0,0,0,0,24,7,0,2,0,1,2,0,8,0,0,0,13,0,0,0,0,7,3,0,2,1,0,0,0,0,0,0,1,6,0,0,0,1,1,0,0,0,0,0,0,0,11
11,1,0,26,62,0,0,3,1,63,34,0,14,2,4,13,2,4,0,0,1,8,0,0,1,0,6,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,3,2,0,3,13,1,0,0,1,16,6,0,3,0,3,3,0,5,1,0,1,11,0,0,1,0,3,1,0,1,0,0,1,0,2,0,0,1,5,0,0,1,0,4,0,0,1,0,0,0,0,15
15,0,0,22,65,2,2,2,3,68,46,1,9,0,2,12,5,2,1,0,2,5,0,0,0,0,2,2,0,6,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,1,0,13,0,0,2,17,0,1,0,0,10,1,0,3,0,2,0,1,5,0,0,3,5,0,1,0,0,9,4,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,0,1,1,0,0,0,0,9
9,1,0,25,54,0,0,2,2,32,86,0,5,1,2,2,2,3,0,0,0,4,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,5,10,0,0,1,1,3,25,0,2,0,0,0,0,10,0,0,1,9,2,0,0,1,1,2,0,2,0,0,1,0,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,7
7,0,1,17,29,1,0,1,1,23,95,0,9,1,0,2,1,4,0,0,2,7,0,0,0,1,0,7,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,4,1,0,8,9,0,0,0,1,4,39,0,2,0,0,0,0,4,1,0,4,6,0,0,1,1,1,9,0,2,0,0,0,0,3,0,0,3,7,0,0,0,0,0,0,0,2,0,0,1,0,5
