V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,hom2004
3,1,0,1,3,0,7,0,1,0,22,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,8,1,0,0,13,0,3,1,2,0,15,0,0,0,0,0,16,3,0,5,0,8,0,4,0,3,0,14,0,0,0,0,1,1,0,0,2,0,10,0,1,1,2,0,2,2,0,0,0,0,7,5
5,2,1,1,0,0,7,0,5,0,19,0,0,0,0,0,10,1,0,0,3,3,0,0,0,0,0,4,0,0,0,0,2,3,6,2,0,5,19,0,6,2,7,0,13,0,0,0,0,1,11,1,0,2,2,4,0,2,0,3,1,8,0,0,0,0,0,2,2,0,2,10,8,0,0,0,1,0,1,0,0,0,1,1,14,6
6,1,1,4,7,0,5,0,4,0,23,0,0,0,0,0,5,2,2,0,2,0,0,2,0,1,0,4,0,0,0,0,2,1,6,2,0,4,13,0,5,1,3,1,6,0,0,0,0,3,12,7,0,2,2,14,0,1,0,0,0,10,0,0,0,0,0,2,0,0,1,7,5,0,0,0,2,0,0,1,0,0,0,1,10,7
7,0,3,1,4,0,2,0,3,0,26,0,0,0,0,0,3,3,0,0,1,7,0,1,0,2,0,10,0,0,0,0,0,4,12,2,1,4,28,0,0,1,10,3,34,0,1,0,0,4,12,5,0,6,9,17,0,0,0,1,1,13,0,0,0,0,0,4,0,0,1,9,5,0,0,0,2,0,2,0,0,0,0,3,19,3
3,1,1,2,6,0,6,0,5,1,23,0,0,0,0,0,5,2,0,0,0,2,0,0,0,1,0,15,0,0,0,0,1,3,6,1,3,1,13,0,1,0,10,5,23,0,0,1,0,6,14,2,0,0,4,6,0,1,0,3,0,12,0,0,0,0,3,1,0,0,0,6,6,0,1,0,5,0,1,0,0,0,0,10,13,0
0,1,2,0,8,0,5,1,4,0,27,0,0,0,0,0,7,1,0,1,1,3,0,2,0,2,0,36,0,0,0,0,1,5,11,0,1,5,22,0,9,0,5,2,25,0,0,0,1,4,18,1,0,5,5,12,0,3,0,2,1,11,0,1,1,0,0,5,0,0,1,11,7,0,1,0,5,0,1,1,0,0,0,8,10,6
6,1,1,0,12,0,8,0,2,0,40,0,0,0,0,1,6,0,0,0,0,2,0,1,1,0,1,18,0,0,0,0,0,3,16,1,1,3,13,0,4,0,6,0,24,0,0,0,0,6,16,5,0,3,13,7,0,1,0,0,2,19,0,0,0,0,0,3,1,2,1,17,9,2,2,0,3,0,0,1,0,0,0,4,9,9
9,3,2,0,8,0,8,0,4,0,35,0,0,0,0,0,5,0,0,1,0,1,0,1,0,0,1,24,0,0,0,0,2,6,13,1,2,8,14,0,5,1,5,1,35,0,0,0,0,3,12,2,3,5,8,15,0,5,0,3,1,9,0,0,0,0,0,1,3,0,0,1,6,0,0,0,1,0,2,0,0,2,0,5,11,10
10,2,1,0,8,0,4,0,3,1,35,0,0,0,0,1,4,1,0,0,0,3,0,1,0,1,0,41,0,0,1,0,0,4,5,1,1,2,21,0,8,0,8,3,60,0,0,1,1,2,17,3,1,2,1,10,0,5,0,1,0,37,0,0,0,0,0,4,1,0,1,3,6,0,4,0,2,0,3,2,0,1,1,8,16,6
6,0,2,0,5,0,6,0,4,1,31,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,23,0,0,0,0,0,2,9,0,1,1,3,0,4,1,9,2,41,0,0,0,1,4,20,3,3,0,0,3,0,1,0,2,1,24,0,0,0,0,0,3,1,0,0,0,1,0,2,0,4,2,3,1,0,0,0,10,12,3
3,1,0,0,0,0,2,0,5,0,45,0,0,0,0,0,6,1,0,0,0,0,0,1,0,0,0,45,0,0,0,0,1,5,13,1,5,0,7,0,6,0,2,0,42,0,0,1,1,4,17,2,0,2,0,1,0,6,0,2,0,20,0,0,1,0,1,2,1,1,0,2,0,1,0,0,1,0,8,1,0,0,0,13,12,10
10,1,3,0,0,0,8,0,3,0,49,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,21,0,0,0,0,3,3,7,1,4,1,10,0,6,0,6,0,44,0,0,1,0,10,19,2,2,0,2,0,0,4,0,1,0,20,0,0,0,0,0,6,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,26,8,8
8,1,1,0,1,0,7,0,3,0,60,0,0,0,0,0,6,2,0,1,0,0,0,0,0,1,0,28,0,0,0,0,0,5,4,3,3,8,2,0,6,0,3,1,50,0,0,1,0,18,14,3,2,1,0,2,0,3,1,3,0,23,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2,1,9,0,0,0,0,18,9,5
5,1,3,1,0,0,6,0,3,0,55,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,24,0,0,0,0,3,0,8,2,4,3,1,0,3,0,6,0,50,0,0,0,0,13,16,3,1,0,1,0,0,4,0,5,0,23,0,0,0,0,1,2,2,1,0,0,1,1,1,1,2,0,2,0,0,0,0,15,8,7
7,0,5,0,0,0,4,0,6,2,50,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,38,0,0,0,0,0,0,9,2,5,2,2,0,3,0,14,0,36,0,0,0,0,11,12,1,0,1,0,0,0,3,1,2,0,26,0,0,0,0,0,1,4,0,0,0,1,0,1,0,2,0,6,1,0,1,0,9,14,6
6,1,0,0,0,0,4,0,7,0,49,0,0,0,0,0,5,2,2,0,0,0,0,1,0,1,1,28,0,0,0,0,0,1,10,0,2,1,3,0,4,2,4,0,42,0,0,1,0,9,25,3,1,0,0,0,0,1,0,4,0,43,0,0,0,0,0,10,4,0,0,0,0,0,0,0,1,0,9,0,0,0,0,7,4,3
3,2,0,0,2,0,3,0,1,0,43,0,0,0,0,0,5,2,0,0,0,1,0,2,0,0,0,23,0,0,0,0,1,2,12,2,1,2,4,1,1,0,9,3,42,0,0,1,0,3,18,1,0,0,1,2,0,2,0,1,0,9,0,0,0,0,0,1,1,0,1,0,1,0,0,0,2,0,5,0,0,0,0,5,9,6
6,2,1,0,1,0,3,0,1,0,56,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,56,0,0,0,0,0,1,11,4,0,0,4,1,6,1,1,1,43,0,0,0,0,7,17,5,0,0,1,1,0,1,0,1,0,17,0,0,0,0,0,4,2,0,0,2,0,0,1,0,4,0,2,1,0,0,1,10,14,6
6,0,0,0,1,0,9,1,2,0,47,0,0,0,0,0,5,0,1,0,0,0,0,1,0,2,0,57,0,0,0,0,0,1,7,2,0,0,4,1,7,1,4,0,48,1,0,1,1,4,19,3,1,0,1,0,1,0,0,2,0,26,0,0,0,0,1,5,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,5,13,7
7,0,0,0,1,0,3,0,3,0,70,0,0,0,0,2,4,0,1,0,0,0,0,3,0,0,0,68,0,0,0,0,2,2,7,2,0,0,2,0,5,0,2,0,43,0,0,0,0,7,15,4,0,0,0,2,0,1,0,1,0,17,0,0,0,0,1,5,0,0,0,0,1,0,2,0,1,0,9,0,0,0,1,8,13,7
7,1,0,0,0,0,0,1,4,0,54,0,0,0,1,0,8,2,0,0,0,0,0,2,0,1,0,39,0,0,0,0,0,1,10,0,0,0,1,1,2,0,2,0,34,0,0,0,0,6,17,1,1,0,1,0,0,0,0,2,0,9,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,9,9
9,1,0,0,0,0,2,0,1,1,66,0,0,0,0,1,8,2,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,1,9,0,0,0,0,1,7,0,5,2,59,0,0,0,0,9,19,6,0,0,0,0,0,2,0,2,1,19,0,0,0,0,1,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,8,4,3
3,1,0,0,0,0,1,0,4,3,102,0,0,0,0,1,7,3,0,0,0,0,0,0,0,1,0,49,0,0,0,0,1,2,13,1,0,1,0,0,1,2,3,1,87,0,0,0,0,10,17,5,0,0,0,0,0,3,0,1,0,32,0,0,0,0,2,7,3,1,0,0,0,0,0,0,1,1,11,0,0,1,0,7,11,9
9,0,0,0,0,0,3,0,1,3,102,0,0,1,0,3,2,2,0,0,0,1,0,1,0,1,5,73,0,0,0,0,1,0,8,3,0,0,1,0,7,0,4,2,65,0,1,0,1,6,22,6,2,0,0,0,0,1,0,3,2,27,0,0,0,0,0,9,5,0,0,0,0,0,2,0,1,1,10,0,0,0,0,12,11,7
7,1,0,0,0,1,2,1,4,1,67,0,0,0,0,4,7,3,0,0,0,0,0,1,0,0,2,26,0,0,0,0,0,1,10,1,0,0,0,0,3,0,7,3,62,0,0,0,0,9,16,5,0,0,0,0,0,3,0,1,1,39,0,0,0,0,0,2,2,3,0,0,0,0,2,0,1,2,7,0,0,1,0,10,8,4
4,0,0,0,0,0,3,0,1,2,99,0,0,0,0,4,6,0,0,0,0,0,0,1,0,0,3,45,0,0,0,1,3,0,9,4,0,0,0,0,4,0,8,2,66,0,0,1,0,14,10,3,1,0,0,0,0,2,0,2,0,33,0,0,0,0,1,3,2,0,0,0,0,0,0,0,3,0,7,0,0,0,1,16,3,6
6,1,0,1,0,0,4,0,3,1,60,0,0,0,1,2,9,2,0,0,0,0,0,0,0,1,5,45,0,0,0,0,0,1,12,2,0,0,7,0,2,0,13,4,50,0,1,0,0,10,19,0,0,0,0,0,0,1,0,2,0,32,0,0,0,0,0,5,2,1,0,0,0,0,0,0,1,1,20,0,0,0,0,17,7,8
8,1,0,0,0,0,6,0,4,1,61,0,0,0,0,3,8,1,0,0,0,0,0,0,1,1,3,35,0,0,0,0,1,0,14,0,1,0,1,0,2,0,14,5,42,0,0,0,0,9,25,2,0,1,0,0,0,1,0,5,3,25,0,0,0,0,1,1,1,0,0,0,0,1,0,1,5,1,11,0,0,0,0,28,4,6
6,2,0,0,0,0,2,0,2,2,44,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,38,0,0,0,0,1,1,15,2,0,0,0,0,5,0,3,5,60,0,0,0,0,8,25,4,1,0,0,0,0,0,0,4,4,31,0,0,0,0,0,3,1,0,0,0,0,0,2,0,4,0,12,0,0,0,0,17,5,7
7,2,0,0,0,0,3,0,4,3,91,0,0,0,0,0,11,1,0,0,0,0,0,1,0,3,3,73,0,0,0,0,1,1,12,0,0,0,1,0,3,0,6,4,89,0,0,0,0,10,23,6,0,0,0,0,0,2,0,0,2,44,0,0,0,0,3,0,2,0,0,0,0,0,0,1,1,5,7,0,0,0,0,33,6,5
5,1,0,0,0,0,2,1,4,4,41,0,0,0,0,1,13,0,1,0,0,1,0,0,0,1,1,32,0,0,0,0,0,5,8,3,0,0,0,1,5,0,3,8,55,0,0,0,0,3,22,3,0,0,0,0,0,0,0,3,2,22,0,0,0,0,0,5,1,1,0,0,0,1,1,0,2,5,3,0,0,0,0,17,14,4
4,1,0,0,0,0,1,0,3,6,124,0,0,0,0,3,6,1,0,0,0,0,0,0,0,1,1,31,0,0,0,0,0,2,9,2,0,0,5,1,7,0,7,14,60,0,0,0,0,4,26,1,1,0,0,0,0,1,0,4,8,30,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,13,0,0,0,0,14,8,7
7,1,0,1,0,0,3,0,1,2,75,0,0,0,1,2,9,0,1,0,0,0,0,1,0,1,1,31,0,0,0,0,1,4,15,1,0,0,0,0,5,0,4,7,99,0,0,0,1,11,29,3,0,0,0,1,0,2,1,3,5,14,0,0,0,0,3,4,0,0,0,0,0,1,2,0,2,4,12,0,0,0,0,11,15,10
10,1,0,0,0,0,4,0,3,5,69,0,0,1,0,0,14,1,1,0,0,1,0,0,0,0,5,30,0,0,0,1,0,3,15,0,0,0,0,0,1,0,4,14,52,0,0,0,0,8,28,1,0,0,0,1,0,2,0,1,8,23,0,0,0,0,1,2,2,0,0,0,0,0,3,0,1,6,7,0,0,0,0,12,18,4
4,0,0,0,0,0,1,0,6,1,59,0,0,0,0,3,15,1,0,0,0,0,0,0,0,3,4,39,0,0,0,0,0,1,8,0,0,0,5,0,0,0,8,12,100,0,0,0,0,7,21,1,0,0,0,0,0,0,0,3,2,21,0,0,0,1,1,0,3,0,0,0,0,1,3,0,2,1,12,0,0,0,0,7,15,5
5,1,0,0,0,1,7,1,2,3,69,0,0,0,0,1,11,1,0,0,0,0,0,3,0,1,0,30,0,0,0,0,0,0,7,1,0,0,0,0,5,1,7,9,64,0,0,0,1,1,25,4,1,0,0,1,0,2,0,1,1,25,0,0,0,0,0,3,0,0,0,0,0,0,3,0,2,1,12,3,0,1,0,4,12,5
5,0,0,0,1,0,1,0,2,3,68,0,0,0,0,0,11,2,1,0,0,2,1,0,0,0,1,49,0,0,0,0,0,5,19,2,0,0,0,0,3,0,4,11,90,0,0,0,0,2,31,0,0,0,0,0,1,1,0,1,0,34,0,0,0,0,0,1,2,0,0,1,0,0,1,0,1,2,15,4,0,0,0,6,9,4
4,2,0,0,0,1,4,0,7,6,62,0,0,0,0,0,13,2,0,0,0,0,0,0,0,3,1,27,0,0,0,0,0,0,7,3,0,0,0,0,2,0,3,8,70,0,0,0,0,3,31,3,0,0,0,0,0,3,0,2,0,39,0,0,0,0,1,1,2,0,0,0,0,0,1,0,2,2,9,1,0,0,0,2,14,3
3,2,0,0,1,1,1,0,9,5,50,0,0,0,0,0,7,0,0,0,0,1,2,0,0,4,1,28,0,0,0,0,0,3,10,2,0,0,2,0,0,0,5,9,59,0,0,1,2,3,26,3,2,0,0,3,0,0,0,2,4,34,0,0,0,0,0,3,1,0,0,0,2,0,1,0,0,0,12,0,0,0,0,0,6,5
5,2,0,0,0,0,2,0,2,4,56,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,31,0,0,0,0,0,3,4,0,0,0,0,0,1,0,6,15,93,0,0,1,1,3,29,6,0,0,0,0,0,3,0,2,2,53,0,0,1,0,0,2,1,0,0,0,0,1,0,0,0,4,6,1,0,0,1,2,9,8
8,1,0,0,0,0,5,0,3,1,69,0,0,0,0,2,8,2,1,0,0,0,0,0,0,3,3,20,0,0,0,0,0,1,8,2,0,0,0,0,2,0,9,2,89,0,0,1,0,4,33,2,0,0,0,1,0,0,0,4,2,30,0,0,0,0,0,6,2,1,0,0,0,0,0,0,5,3,10,0,0,0,0,2,12,9
9,1,0,0,0,0,1,1,2,1,91,0,0,0,1,0,10,3,0,0,0,0,0,2,0,0,1,38,0,0,0,0,0,2,8,3,0,0,0,0,2,0,3,14,70,0,0,0,0,3,29,6,1,0,0,2,0,1,0,2,1,28,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1,3,6,0,0,0,0,0,12,11
11,1,0,0,0,0,2,0,6,6,83,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,1,29,0,0,0,0,1,2,8,3,0,0,0,1,5,0,5,15,58,0,0,0,0,5,42,2,0,0,0,0,0,1,1,2,0,46,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1,6,7
7,2,0,0,0,1,4,0,4,3,56,0,0,0,0,0,11,3,1,0,0,0,0,0,1,0,0,16,0,0,0,0,0,2,6,1,0,0,0,1,5,2,3,11,72,0,0,1,1,1,26,6,0,0,0,0,0,1,0,2,6,32,0,0,0,0,0,5,3,0,0,0,0,0,1,0,4,5,6,0,0,0,0,1,6,5
