V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,hom2004
19,4,1,0,0,0,2,0,13,39,100,0,0,2,1,70,94,4,1,0,0,0,0,1,1,5,6,15,0,0,0,1,7,13,24
24,7,0,0,0,0,6,0,17,52,122,0,0,3,2,69,84,1,1,0,0,0,0,1,0,4,9,20,0,0,0,1,7,3,25
25,6,0,0,0,0,4,4,10,71,134,0,0,2,4,60,142,7,0,0,0,0,0,0,1,1,13,19,0,0,2,0,10,7,23
23,2,0,0,0,0,1,2,15,86,88,0,0,8,1,41,160,1,0,0,0,0,0,1,1,1,9,15,0,0,1,1,8,8,24
24,7,0,0,0,0,1,0,10,72,86,0,0,6,4,53,117,1,2,0,0,0,0,1,0,5,17,13,0,0,1,2,3,16,25
25,3,0,0,0,0,3,1,9,79,74,0,0,5,4,36,129,1,0,0,0,0,0,0,0,0,16,14,0,0,2,0,7,9,29
29,5,0,0,0,0,11,2,10,77,68,0,0,11,5,59,141,3,0,0,0,0,0,3,1,3,12,31,0,0,0,0,10,15,20
20,2,0,0,0,0,5,1,4,60,62,0,0,2,1,51,129,1,2,0,0,0,0,0,0,4,11,12,0,0,1,0,9,21,13
13,4,1,0,0,0,5,5,13,78,86,0,0,6,4,48,147,2,2,0,0,0,0,2,1,1,12,14,0,0,1,0,3,11,12
12,6,0,0,0,0,3,1,7,82,84,0,0,5,6,45,140,1,3,0,0,0,0,0,0,1,7,9,0,0,0,1,7,9,23
23,4,1,0,0,0,2,0,11,55,65,0,0,7,5,48,137,1,0,0,0,0,0,1,0,2,16,17,0,0,1,1,11,13,17
17,2,0,0,0,0,3,1,7,60,60,0,0,3,5,42,174,0,0,0,0,0,0,3,0,1,13,9,0,0,1,1,4,6,17
17,3,0,0,0,0,3,0,11,62,70,0,0,6,5,59,198,3,2,0,0,0,0,1,0,2,9,20,0,0,1,1,5,11,13
13,1,0,0,0,0,3,0,6,51,48,0,0,1,3,51,173,1,2,0,0,0,0,1,0,3,10,9,0,0,0,0,4,12,19
19,4,0,0,0,0,5,0,18,44,51,0,1,3,3,46,105,2,2,0,0,0,0,1,0,5,5,10,0,0,0,2,5,10,8
8,4,1,0,0,0,7,4,5,62,88,0,0,2,2,61,184,0,0,0,0,0,0,0,1,3,9,4,0,1,1,0,6,5,16
16,2,0,0,0,0,4,10,8,56,89,0,0,5,8,46,216,2,1,0,0,0,0,3,1,5,8,10,0,1,1,0,6,13,16
16,4,2,0,0,0,4,9,9,33,62,0,0,1,3,13,100,1,1,0,0,0,0,1,3,2,8,6,0,0,0,0,0,11,15
15,3,1,0,0,0,5,3,7,37,69,0,0,1,0,14,50,2,1,0,0,0,0,1,0,1,9,2,0,0,0,0,1,10,16
