V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,hom2004
8,2,0,0,0,4,4,6,5,0,27,0,72,5,9,24,79,1,2,0,0,0,0,0,2,0,0,7,1,16,1,0,0,12,5,0,0,0,0,0,1,0,0,0,0,0,5,1,1,3,3,3,0,0,0,0,0,3,4,0,0,6,0,60,2,0,7,11,3,2,0,0,0,0,0,2,3,0,22,0,36,1,0,2,14,3,1,0,0,0,0,1,2,1,0,8,0,15,2,0,2,7,0,0,0,0,0,0,2,4,1,0,15,0,25,0,1,3,14,12
12,1,0,0,0,0,7,5,7,0,36,0,92,3,14,18,71,2,0,0,0,0,0,2,1,2,0,5,0,38,2,1,0,10,0,0,0,0,0,1,0,0,1,0,0,0,4,1,1,4,1,9,1,0,0,0,0,5,3,2,0,7,0,48,1,0,3,23,6,0,1,0,0,0,4,9,1,0,32,0,47,2,3,4,20,0,1,1,0,0,0,0,4,2,0,4,0,15,1,0,0,5,0,0,1,0,0,0,3,5,4,0,13,0,22,0,3,1,14,6
6,1,1,0,0,1,2,6,5,0,35,0,64,5,13,35,85,0,0,0,0,0,0,1,2,3,0,3,0,32,1,0,0,10,2,0,0,0,0,0,1,1,1,0,2,0,7,0,1,2,1,3,0,0,0,0,0,1,2,4,0,11,0,21,4,0,4,30,4,0,1,0,0,0,6,3,1,0,21,0,44,5,6,3,18,1,1,0,0,0,0,3,2,3,0,9,0,23,1,0,1,6,0,0,0,0,0,0,2,3,3,1,23,0,21,1,0,3,20,7
7,0,0,0,0,0,7,17,5,2,34,0,90,3,11,30,45,0,0,0,0,0,0,0,3,2,0,3,2,35,0,0,0,6,1,0,0,0,0,0,1,3,0,0,0,0,6,0,1,5,2,2,1,0,0,0,0,1,3,0,0,13,0,21,1,0,0,16,4,0,0,0,0,0,3,0,2,0,17,0,34,2,4,2,9,0,2,0,0,0,0,3,1,1,0,6,0,17,1,0,1,2,0,0,0,0,0,0,3,0,0,0,15,0,29,0,6,5,13,7
7,3,1,0,0,1,5,3,10,0,41,0,102,6,14,23,48,0,1,0,0,0,0,1,3,0,0,3,3,32,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,2,4,2,1,0,0,0,0,1,1,1,0,12,0,34,3,0,1,12,4,2,0,0,0,0,3,6,5,0,22,0,41,0,2,2,20,1,0,0,0,0,0,2,1,2,0,2,1,28,3,0,0,4,3,0,0,0,0,0,1,3,2,0,15,0,37,0,3,2,16,11
11,1,2,0,0,0,9,8,4,0,34,0,82,3,11,36,52,1,0,0,0,0,0,1,1,2,2,8,0,36,1,0,1,7,1,0,0,0,0,0,2,1,0,0,2,0,6,0,0,2,5,3,0,1,0,0,1,0,5,1,2,24,0,27,1,0,4,20,4,0,2,0,0,3,2,4,4,0,22,0,33,1,3,4,15,4,0,0,0,0,0,2,2,2,0,7,1,23,1,0,0,5,0,0,0,0,0,0,2,3,2,1,18,0,22,0,0,2,13,12
12,3,0,0,0,0,7,11,3,4,42,0,74,5,20,22,80,3,0,0,0,0,0,1,1,2,1,3,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,4,1,4,0,1,0,0,0,2,0,1,0,23,0,22,1,0,0,22,2,0,0,0,0,0,5,2,5,0,15,0,43,1,2,4,30,1,1,0,0,0,0,0,2,0,0,5,1,18,1,0,0,7,0,0,0,0,0,0,0,1,2,0,11,0,20,1,1,6,21,3
3,1,0,0,0,0,5,6,5,4,17,0,61,7,9,29,154,0,0,0,0,0,0,0,1,0,0,2,0,24,0,0,2,6,0,0,0,0,0,0,1,0,0,0,1,0,10,0,1,3,1,1,0,0,0,0,1,3,2,0,1,13,0,21,0,0,1,34,2,1,2,0,0,2,1,1,0,1,4,0,16,0,3,4,18,0,0,0,0,0,0,3,1,5,1,4,3,16,0,0,0,11,0,0,0,0,0,0,0,1,1,2,16,0,14,0,1,3,23,8
8,3,1,0,0,5,2,7,4,7,38,0,50,1,7,12,39,0,0,0,0,0,0,1,0,2,0,10,0,29,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,3,0,0,0,0,0,1,1,1,1,25,0,28,0,0,3,8,1,0,0,0,0,0,3,5,0,3,15,0,40,3,4,0,13,0,0,0,0,0,0,2,2,1,0,3,3,12,0,0,0,9,10,0,0,0,0,1,0,3,2,1,16,0,26,1,0,1,14,6
6,0,0,0,0,1,9,17,9,3,35,0,71,3,18,22,78,1,1,0,0,0,0,1,1,1,0,2,0,25,1,0,0,14,1,0,0,0,0,0,0,2,0,0,1,0,7,0,0,1,1,2,1,0,0,0,0,2,2,1,3,12,1,37,1,0,2,11,3,0,0,0,0,0,4,3,1,4,8,0,39,2,3,2,17,4,0,1,0,0,0,1,4,0,0,3,2,26,0,0,1,8,2,0,0,0,0,0,3,0,1,1,6,0,24,2,3,3,9,6
6,2,0,0,0,1,4,11,5,5,39,0,68,6,7,22,117,0,2,0,0,0,0,0,1,2,0,3,0,25,2,0,1,15,1,0,0,0,0,0,0,0,1,1,1,0,6,0,0,2,2,1,0,0,0,0,2,1,4,2,1,12,0,26,0,0,1,7,3,0,1,0,0,1,9,7,1,3,16,0,43,1,0,2,19,1,0,2,0,0,0,3,4,1,0,4,0,22,0,0,0,6,1,1,0,0,0,1,2,5,2,0,5,0,30,1,1,4,15,12
12,2,0,0,0,0,7,9,6,6,42,0,71,7,9,18,55,0,1,0,0,0,0,2,1,1,0,4,0,28,0,0,0,5,1,0,0,0,0,0,1,3,0,0,3,0,2,1,1,2,3,4,1,0,0,0,1,1,2,1,1,17,0,19,2,0,4,8,2,0,0,0,0,1,2,4,2,2,21,0,51,3,1,2,18,2,1,0,0,0,0,2,3,1,0,10,0,31,0,0,0,5,0,0,0,0,0,1,0,2,0,1,16,0,15,1,3,3,18,14
14,6,1,0,0,1,12,10,4,4,32,0,74,5,8,21,74,2,1,0,0,0,0,2,0,2,2,6,0,45,1,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,5,0,1,0,1,4,0,1,0,0,0,3,5,0,0,19,1,33,1,0,1,7,0,0,0,0,0,0,3,8,2,0,26,0,44,0,3,1,10,0,1,0,0,0,0,1,4,2,2,9,0,29,2,0,0,7,2,0,1,0,0,1,5,1,1,2,20,0,22,0,2,4,8,7
7,0,0,0,0,2,9,13,2,3,21,0,75,6,7,22,70,0,1,0,0,0,0,1,3,2,2,7,1,25,1,1,0,15,0,1,0,0,0,0,0,3,0,0,0,0,10,0,1,2,3,1,0,0,0,0,0,3,1,0,0,23,0,32,1,0,0,13,4,1,0,0,0,1,3,5,2,3,18,0,53,3,1,2,23,1,0,0,0,0,0,2,2,3,0,7,0,25,1,1,0,6,0,0,0,0,0,2,0,3,1,0,16,0,19,0,3,1,11,12
12,1,0,0,0,0,5,9,6,6,25,0,88,4,12,27,124,1,0,0,0,0,0,2,3,0,1,5,2,49,2,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,4,2,0,1,0,0,0,0,2,4,1,2,23,0,52,1,0,5,4,13,3,1,0,0,0,0,7,2,1,12,0,46,0,2,3,21,7,1,0,0,0,0,4,6,2,0,5,1,24,4,0,1,6,2,1,0,0,0,1,3,4,1,2,12,0,13,0,1,1,8,17
17,1,0,0,0,2,5,8,9,8,8,0,86,6,4,24,78,0,1,1,0,0,0,1,6,1,0,10,0,30,1,1,0,7,0,0,1,0,0,0,0,0,1,0,0,0,3,0,1,4,7,8,0,0,0,0,0,1,2,6,1,19,0,36,1,0,4,5,1,0,0,0,0,1,2,5,1,1,10,0,50,1,2,5,33,5,0,0,0,0,0,2,3,4,0,1,0,25,0,0,1,4,2,0,0,0,0,1,0,1,3,0,7,0,20,1,1,4,26,20
20,3,1,0,0,0,7,11,7,4,22,0,81,2,20,28,58,5,2,0,0,0,0,3,0,2,0,10,0,27,1,0,1,16,0,0,0,0,0,0,1,0,0,0,1,0,9,0,0,3,6,2,2,0,0,0,0,3,3,0,1,23,0,38,1,0,3,22,7,1,0,0,0,0,1,2,3,0,19,0,36,1,0,2,49,7,1,0,0,0,0,0,4,1,0,9,2,33,5,0,0,6,2,0,0,0,0,0,1,8,2,0,10,0,20,1,0,4,13,20
20,3,1,0,0,1,6,6,5,6,24,0,82,2,23,24,132,5,0,0,0,0,0,5,0,3,0,3,0,30,2,0,2,10,2,0,0,0,0,1,0,1,0,0,0,0,8,0,1,5,7,3,0,0,0,0,0,2,2,1,0,29,0,39,1,2,3,11,7,1,0,0,0,1,1,4,2,0,10,0,55,1,1,3,33,3,0,0,0,0,0,3,2,4,0,9,0,47,1,1,0,14,4,0,0,0,0,0,4,2,5,0,18,0,24,1,0,4,11,20
20,2,2,0,0,1,4,7,3,2,14,0,59,3,8,18,162,8,0,0,0,0,0,1,3,2,0,9,0,33,2,0,1,8,3,0,0,0,0,2,1,1,0,0,0,0,8,0,4,1,2,5,0,1,0,0,0,3,1,2,0,27,2,24,0,1,2,11,4,0,0,0,0,0,0,3,8,2,8,0,41,1,2,2,31,10,0,0,0,0,0,3,2,0,0,3,0,25,0,1,6,5,3,0,0,0,0,0,1,5,1,1,8,0,26,0,0,2,8,22
22,2,1,0,0,0,4,6,3,5,22,1,60,1,5,8,47,4,0,0,0,0,0,1,2,0,0,11,0,34,1,0,1,3,0,0,0,0,0,1,0,2,2,0,2,0,7,0,0,3,1,3,0,0,0,0,0,4,4,1,0,12,0,23,1,0,0,5,5,0,0,0,0,0,2,2,4,3,4,0,32,0,2,3,15,14,1,0,0,0,0,2,2,1,1,5,0,21,1,0,1,5,1,1,0,0,0,1,2,2,1,0,8,0,18,1,1,4,8,13
13,0,0,0,0,0,4,4,6,2,35,0,44,2,10,23,73,3,1,0,0,0,0,2,1,1,0,5,0,17,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,2,3,1,0,0,0,0,3,1,2,0,30,0,19,1,1,2,7,5,0,1,0,0,0,3,4,4,4,8,0,41,2,1,6,27,9,0,0,0,0,0,2,1,1,0,2,0,28,0,0,2,11,2,0,0,0,0,0,0,3,0,0,12,0,24,1,2,3,9,21
21,1,0,0,0,2,4,13,11,4,19,0,98,4,6,29,94,6,0,0,0,0,0,0,2,1,0,8,0,20,1,0,2,5,2,0,0,0,0,0,1,1,0,0,0,0,6,0,3,2,2,3,2,0,0,0,1,2,3,0,0,13,0,28,1,0,1,15,8,0,1,0,0,0,4,3,5,0,17,0,35,5,1,1,8,11,0,0,0,0,0,3,4,1,0,13,0,28,3,0,1,5,5,0,1,0,0,1,2,3,3,0,6,0,20,0,0,2,14,15
15,0,2,0,0,3,6,5,4,1,35,0,95,6,17,19,49,2,0,0,0,0,0,0,1,0,1,6,0,30,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,4,7,2,1,0,0,0,0,3,2,1,0,7,2,24,0,0,0,9,8,1,1,0,0,0,6,5,7,0,6,0,45,4,3,3,16,8,1,0,0,0,0,2,3,1,0,7,0,38,0,0,3,4,6,0,1,0,0,0,1,2,1,0,6,0,13,2,1,1,11,7
7,2,0,0,0,0,10,5,4,1,26,0,78,3,10,13,38,1,1,0,0,0,0,2,3,1,1,13,0,33,0,0,0,3,2,0,0,0,0,0,1,1,0,0,2,0,5,0,1,3,4,5,0,0,0,0,0,1,4,1,1,17,1,28,2,0,4,6,3,0,1,0,0,0,1,3,3,1,11,0,53,3,6,2,15,5,0,0,0,0,0,4,0,0,1,22,0,27,2,0,0,6,2,3,0,0,0,0,2,0,1,0,6,0,16,0,0,5,9,12
12,1,1,0,0,0,6,9,4,0,43,0,98,4,16,23,115,4,0,1,0,0,0,2,1,1,0,6,1,43,1,0,2,12,0,0,0,0,0,0,3,1,1,1,2,0,10,0,1,3,5,4,2,1,0,0,1,5,5,1,2,15,1,47,2,0,1,9,8,1,0,0,0,0,2,7,0,1,11,0,46,2,4,1,34,14,0,0,0,0,0,1,2,1,0,3,0,50,1,0,0,5,0,0,0,0,0,0,1,4,2,0,5,0,23,1,2,5,12,16
16,2,0,0,0,1,8,12,9,4,30,0,112,9,12,23,108,5,0,1,0,0,0,3,6,1,0,5,0,42,1,1,4,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,8,3,1,1,0,0,0,0,3,3,0,1,4,0,44,0,0,1,13,4,0,1,0,0,0,0,6,2,1,10,0,44,1,1,3,28,13,0,0,0,0,1,2,3,0,0,5,0,36,1,1,2,13,1,0,0,0,0,0,0,3,3,0,4,0,15,0,2,5,16,8
8,1,0,0,0,0,4,5,3,2,26,0,98,1,6,40,129,5,1,1,0,0,0,1,1,2,1,2,1,29,0,0,0,7,0,0,0,0,0,0,1,1,0,0,1,0,9,1,0,6,3,2,0,0,0,0,0,3,2,0,0,2,0,47,1,0,3,10,5,0,2,0,0,0,2,1,3,2,9,0,46,0,4,4,42,7,0,1,0,0,0,1,1,1,0,6,0,43,0,0,0,14,3,0,0,0,0,0,2,1,1,0,6,0,30,0,1,11,11,13
13,1,0,0,0,1,5,13,6,4,30,0,109,4,17,55,49,7,1,0,0,0,0,2,1,0,0,3,0,42,0,0,1,2,1,0,0,0,0,0,1,2,0,0,0,0,9,0,0,6,2,5,0,0,0,0,0,3,5,1,0,1,0,29,0,1,10,5,3,1,3,0,0,0,4,5,1,0,9,0,48,2,2,5,11,6,2,1,0,0,0,3,2,0,0,8,0,39,1,0,3,7,0,1,0,0,0,0,2,4,5,0,4,0,22,2,3,12,6,17
17,1,1,0,0,0,9,8,3,2,26,0,80,3,11,36,110,6,2,0,0,0,0,2,0,2,0,7,0,34,2,0,0,10,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,3,5,4,0,0,0,0,0,3,8,2,0,4,0,46,1,0,7,9,6,0,1,0,0,0,4,5,6,0,9,0,47,1,2,8,23,6,1,0,0,0,1,2,2,2,2,3,1,58,2,0,1,6,3,1,0,0,0,0,1,1,3,1,4,0,27,1,3,4,11,14
14,0,0,0,0,1,11,18,7,3,42,0,102,7,25,34,83,3,0,0,0,0,0,6,2,1,0,4,0,26,1,0,1,10,0,1,0,0,0,0,0,1,0,0,0,0,13,0,0,2,7,5,1,0,0,0,0,2,3,0,2,6,0,51,0,0,5,11,6,0,4,0,0,0,0,11,3,0,18,0,52,3,1,8,38,3,1,0,0,0,0,2,5,2,1,10,1,50,1,0,2,12,2,1,1,0,0,0,1,2,4,0,8,0,24,1,2,3,10,14
14,4,1,0,0,0,2,9,7,3,22,0,78,2,12,43,51,5,1,0,0,0,0,3,4,0,0,4,0,39,0,0,0,4,0,0,1,0,0,0,1,1,0,0,2,0,6,0,2,2,1,0,1,1,0,0,2,1,5,0,0,8,0,37,0,0,2,7,7,0,1,0,0,2,3,3,4,1,14,0,48,3,3,5,18,1,0,0,0,0,1,1,0,1,0,12,0,22,0,0,1,8,1,0,0,0,0,0,2,5,0,1,8,0,28,2,0,4,9,15
15,7,0,0,0,2,9,15,2,4,36,0,97,2,18,27,65,3,0,0,0,0,0,3,4,2,0,1,0,20,0,0,3,7,2,0,0,0,0,0,0,2,0,0,1,0,16,1,1,3,5,3,2,1,0,0,0,2,4,0,1,4,0,39,1,0,6,9,1,0,1,0,0,1,3,7,3,0,12,0,49,1,2,8,21,4,1,0,0,0,0,2,3,1,0,2,0,27,1,0,0,6,6,0,1,0,0,0,1,3,5,0,2,0,21,0,0,11,15,18
18,2,0,0,0,1,5,9,7,3,31,0,107,6,20,30,88,0,0,0,0,0,0,2,5,2,0,6,0,23,1,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,12,0,1,8,6,3,0,0,0,0,0,2,3,1,0,3,0,37,1,0,7,7,8,0,0,0,0,0,0,4,5,0,14,0,44,3,1,14,10,3,2,1,0,0,0,2,4,1,0,2,0,29,0,0,1,7,3,0,0,0,0,1,1,0,1,0,3,0,25,1,1,12,11,19
19,0,1,0,0,3,10,10,12,6,23,0,75,5,20,56,56,7,0,1,0,0,0,3,4,1,0,3,0,44,0,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0,10,0,3,8,3,2,0,0,0,0,0,0,3,0,1,4,0,39,0,0,9,5,11,0,0,0,0,1,6,7,3,0,10,0,52,2,2,6,14,3,0,0,0,0,1,2,1,1,0,10,1,29,0,0,1,18,0,0,0,0,0,1,3,11,1,2,8,0,22,0,1,2,5,20
20,0,0,0,0,0,8,33,12,9,22,0,126,5,12,34,47,1,0,1,0,0,0,3,4,0,0,3,0,55,1,0,2,3,0,0,0,0,0,0,1,1,2,0,1,0,4,0,0,5,4,4,1,0,0,0,0,2,3,2,0,1,0,36,1,0,4,4,6,0,0,0,0,1,2,12,2,1,12,0,49,10,2,7,16,6,1,0,0,0,0,1,4,0,0,1,0,16,0,0,1,4,1,0,0,0,0,0,2,3,1,1,1,0,32,0,2,9,9,14
14,2,0,0,0,1,8,10,7,5,30,0,69,2,5,15,57,4,0,0,0,0,0,3,3,1,1,1,0,31,1,0,2,8,0,0,0,0,0,0,0,2,1,1,2,0,9,0,0,1,1,4,1,0,0,0,1,3,6,1,0,5,0,23,0,0,0,3,4,0,1,0,0,0,0,6,2,0,11,0,41,6,0,3,17,10,0,0,0,0,0,2,2,0,1,1,0,19,0,0,0,7,2,0,0,0,0,0,1,6,3,0,1,0,23,3,1,3,12,13
13,0,0,0,0,3,3,21,13,3,21,0,68,3,6,17,57,4,0,0,0,0,1,2,3,0,0,2,0,31,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,2,4,1,0,1,0,0,0,2,4,0,0,7,1,33,4,0,3,7,1,1,0,0,0,0,4,9,0,3,7,0,48,1,1,2,18,13,1,1,0,0,0,3,5,0,1,0,2,23,1,0,0,9,3,1,0,0,0,0,0,4,4,0,5,0,26,0,1,5,11,12
